no_object,no_place,nmvw_actor
2,2,https://hdl.handle.net/20.500.11840/pi57675
2,1,https://hdl.handle.net/20.500.11840/pi57677
198,1,https://hdl.handle.net/20.500.11840/pi57678
14,2,https://hdl.handle.net/20.500.11840/pi57679
1,1,https://hdl.handle.net/20.500.11840/pi57680
22,1,https://hdl.handle.net/20.500.11840/pi57681
1,1,https://hdl.handle.net/20.500.11840/pi57682
22,7,https://hdl.handle.net/20.500.11840/pi57684
7,3,https://hdl.handle.net/20.500.11840/pi57685
95,2,https://hdl.handle.net/20.500.11840/pi57686
1,1,https://hdl.handle.net/20.500.11840/pi57687
1,1,https://hdl.handle.net/20.500.11840/pi57689
6,4,https://hdl.handle.net/20.500.11840/pi5769
12,2,https://hdl.handle.net/20.500.11840/pi57691
24,2,https://hdl.handle.net/20.500.11840/pi57692
3,1,https://hdl.handle.net/20.500.11840/pi57693
11,1,https://hdl.handle.net/20.500.11840/pi57694
16,3,https://hdl.handle.net/20.500.11840/pi57696
2,1,https://hdl.handle.net/20.500.11840/pi57698
2,2,https://hdl.handle.net/20.500.11840/pi577
30,8,https://hdl.handle.net/20.500.11840/pi57700
1,1,https://hdl.handle.net/20.500.11840/pi57703
1,1,https://hdl.handle.net/20.500.11840/pi57704
42,4,https://hdl.handle.net/20.500.11840/pi57705
19,1,https://hdl.handle.net/20.500.11840/pi57706
4,2,https://hdl.handle.net/20.500.11840/pi57707
66,1,https://hdl.handle.net/20.500.11840/pi57708
1,2,https://hdl.handle.net/20.500.11840/pi57710
3,2,https://hdl.handle.net/20.500.11840/pi57712
166,9,https://hdl.handle.net/20.500.11840/pi57718
1,1,https://hdl.handle.net/20.500.11840/pi57719
20,6,https://hdl.handle.net/20.500.11840/pi5772
1,1,https://hdl.handle.net/20.500.11840/pi57720
12,7,https://hdl.handle.net/20.500.11840/pi57721
26,4,https://hdl.handle.net/20.500.11840/pi57723
2,1,https://hdl.handle.net/20.500.11840/pi57725
10,3,https://hdl.handle.net/20.500.11840/pi57726
49,2,https://hdl.handle.net/20.500.11840/pi57727
1,1,https://hdl.handle.net/20.500.11840/pi57729
28,5,https://hdl.handle.net/20.500.11840/pi57731
186,24,https://hdl.handle.net/20.500.11840/pi57732
5605,184,https://hdl.handle.net/20.500.11840/pi57733
16,4,https://hdl.handle.net/20.500.11840/pi57736
14,1,https://hdl.handle.net/20.500.11840/pi57737
110,9,https://hdl.handle.net/20.500.11840/pi57738
886,56,https://hdl.handle.net/20.500.11840/pi57742
111,14,https://hdl.handle.net/20.500.11840/pi57746
2,3,https://hdl.handle.net/20.500.11840/pi57749
1,1,https://hdl.handle.net/20.500.11840/pi57750
1028,10,https://hdl.handle.net/20.500.11840/pi57751
23,5,https://hdl.handle.net/20.500.11840/pi57752
1,1,https://hdl.handle.net/20.500.11840/pi57754
3,2,https://hdl.handle.net/20.500.11840/pi57755
4,1,https://hdl.handle.net/20.500.11840/pi57756
133,26,https://hdl.handle.net/20.500.11840/pi57757
1,1,https://hdl.handle.net/20.500.11840/pi57759
57,5,https://hdl.handle.net/20.500.11840/pi57760
1,1,https://hdl.handle.net/20.500.11840/pi57761
1,1,https://hdl.handle.net/20.500.11840/pi57762
5,3,https://hdl.handle.net/20.500.11840/pi57763
130,12,https://hdl.handle.net/20.500.11840/pi57765
13,4,https://hdl.handle.net/20.500.11840/pi57766
6,2,https://hdl.handle.net/20.500.11840/pi57767
1,1,https://hdl.handle.net/20.500.11840/pi57768
7,2,https://hdl.handle.net/20.500.11840/pi57770
1,1,https://hdl.handle.net/20.500.11840/pi57772
4,1,https://hdl.handle.net/20.500.11840/pi57773
1,1,https://hdl.handle.net/20.500.11840/pi57774
1,1,https://hdl.handle.net/20.500.11840/pi57775
1,1,https://hdl.handle.net/20.500.11840/pi57779
4,3,https://hdl.handle.net/20.500.11840/pi57780
94,14,https://hdl.handle.net/20.500.11840/pi57783
1570,36,https://hdl.handle.net/20.500.11840/pi57786
5,1,https://hdl.handle.net/20.500.11840/pi57788
6,4,https://hdl.handle.net/20.500.11840/pi57790
14,8,https://hdl.handle.net/20.500.11840/pi57792
13,2,https://hdl.handle.net/20.500.11840/pi57793
4,3,https://hdl.handle.net/20.500.11840/pi57794
3,2,https://hdl.handle.net/20.500.11840/pi57795
2,1,https://hdl.handle.net/20.500.11840/pi57796
188,8,https://hdl.handle.net/20.500.11840/pi57797
1,1,https://hdl.handle.net/20.500.11840/pi57799
125,2,https://hdl.handle.net/20.500.11840/pi57801
3,1,https://hdl.handle.net/20.500.11840/pi57802
7,1,https://hdl.handle.net/20.500.11840/pi57803
42,13,https://hdl.handle.net/20.500.11840/pi57805
1,1,https://hdl.handle.net/20.500.11840/pi57806
2,1,https://hdl.handle.net/20.500.11840/pi57808
13,2,https://hdl.handle.net/20.500.11840/pi57809
7,1,https://hdl.handle.net/20.500.11840/pi57810
4,2,https://hdl.handle.net/20.500.11840/pi57812
306,5,https://hdl.handle.net/20.500.11840/pi57813
180,5,https://hdl.handle.net/20.500.11840/pi57815
2,2,https://hdl.handle.net/20.500.11840/pi57816
2,2,https://hdl.handle.net/20.500.11840/pi57817
1,1,https://hdl.handle.net/20.500.11840/pi57818
15,1,https://hdl.handle.net/20.500.11840/pi57819
2,1,https://hdl.handle.net/20.500.11840/pi57821
24,9,https://hdl.handle.net/20.500.11840/pi57822
42,1,https://hdl.handle.net/20.500.11840/pi57823
146,13,https://hdl.handle.net/20.500.11840/pi57824
2,1,https://hdl.handle.net/20.500.11840/pi57825
1,1,https://hdl.handle.net/20.500.11840/pi57826
41,1,https://hdl.handle.net/20.500.11840/pi57827
745,61,https://hdl.handle.net/20.500.11840/pi57829
4,2,https://hdl.handle.net/20.500.11840/pi57830
5,2,https://hdl.handle.net/20.500.11840/pi57833
1,1,https://hdl.handle.net/20.500.11840/pi57838
1,1,https://hdl.handle.net/20.500.11840/pi57839
1,1,https://hdl.handle.net/20.500.11840/pi57840
857,35,https://hdl.handle.net/20.500.11840/pi57846
3,1,https://hdl.handle.net/20.500.11840/pi57848
24,2,https://hdl.handle.net/20.500.11840/pi57849
129,17,https://hdl.handle.net/20.500.11840/pi57850
24,1,https://hdl.handle.net/20.500.11840/pi57851
31,15,https://hdl.handle.net/20.500.11840/pi57852
156,32,https://hdl.handle.net/20.500.11840/pi57853
1,1,https://hdl.handle.net/20.500.11840/pi57854
1,1,https://hdl.handle.net/20.500.11840/pi57855
33,13,https://hdl.handle.net/20.500.11840/pi57856
2,2,https://hdl.handle.net/20.500.11840/pi57857
78,4,https://hdl.handle.net/20.500.11840/pi57858
40,4,https://hdl.handle.net/20.500.11840/pi57860
2,1,https://hdl.handle.net/20.500.11840/pi57861
1,2,https://hdl.handle.net/20.500.11840/pi57863
1,1,https://hdl.handle.net/20.500.11840/pi57864
7,1,https://hdl.handle.net/20.500.11840/pi57865
28,4,https://hdl.handle.net/20.500.11840/pi57866
373,8,https://hdl.handle.net/20.500.11840/pi57867
89,1,https://hdl.handle.net/20.500.11840/pi57868
15,12,https://hdl.handle.net/20.500.11840/pi5787
1,1,https://hdl.handle.net/20.500.11840/pi57870
159,4,https://hdl.handle.net/20.500.11840/pi57875
1,1,https://hdl.handle.net/20.500.11840/pi57876
1,1,https://hdl.handle.net/20.500.11840/pi57878
3,3,https://hdl.handle.net/20.500.11840/pi57879
9,1,https://hdl.handle.net/20.500.11840/pi57880
20,1,https://hdl.handle.net/20.500.11840/pi57881
6,1,https://hdl.handle.net/20.500.11840/pi57882
1,1,https://hdl.handle.net/20.500.11840/pi57883
12,3,https://hdl.handle.net/20.500.11840/pi57884
18,9,https://hdl.handle.net/20.500.11840/pi57885
1,1,https://hdl.handle.net/20.500.11840/pi57888
1,1,https://hdl.handle.net/20.500.11840/pi57890
32,3,https://hdl.handle.net/20.500.11840/pi57891
6,5,https://hdl.handle.net/20.500.11840/pi57892
13,6,https://hdl.handle.net/20.500.11840/pi57894
1,1,https://hdl.handle.net/20.500.11840/pi57895
40,1,https://hdl.handle.net/20.500.11840/pi57896
7,7,https://hdl.handle.net/20.500.11840/pi57897
26,4,https://hdl.handle.net/20.500.11840/pi57898
3,2,https://hdl.handle.net/20.500.11840/pi57899
2,2,https://hdl.handle.net/20.500.11840/pi57900
1,1,https://hdl.handle.net/20.500.11840/pi57901
5,3,https://hdl.handle.net/20.500.11840/pi57902
6,3,https://hdl.handle.net/20.500.11840/pi57904
4,3,https://hdl.handle.net/20.500.11840/pi57905
1,1,https://hdl.handle.net/20.500.11840/pi57907
171,62,https://hdl.handle.net/20.500.11840/pi57908
9,8,https://hdl.handle.net/20.500.11840/pi57909
12,7,https://hdl.handle.net/20.500.11840/pi5791
2,2,https://hdl.handle.net/20.500.11840/pi57911
1,1,https://hdl.handle.net/20.500.11840/pi57915
9,6,https://hdl.handle.net/20.500.11840/pi57917
12,1,https://hdl.handle.net/20.500.11840/pi57918
13,2,https://hdl.handle.net/20.500.11840/pi57919
1,1,https://hdl.handle.net/20.500.11840/pi57920
1,1,https://hdl.handle.net/20.500.11840/pi57921
8,1,https://hdl.handle.net/20.500.11840/pi57924
1,1,https://hdl.handle.net/20.500.11840/pi57925
18,3,https://hdl.handle.net/20.500.11840/pi57926
15,2,https://hdl.handle.net/20.500.11840/pi57927
34,5,https://hdl.handle.net/20.500.11840/pi57928
40,5,https://hdl.handle.net/20.500.11840/pi57929
65,3,https://hdl.handle.net/20.500.11840/pi57931
1,1,https://hdl.handle.net/20.500.11840/pi57932
23,6,https://hdl.handle.net/20.500.11840/pi57934
3705,3,https://hdl.handle.net/20.500.11840/pi57935
70,38,https://hdl.handle.net/20.500.11840/pi57937
1,1,https://hdl.handle.net/20.500.11840/pi57938
3,1,https://hdl.handle.net/20.500.11840/pi57942
2,1,https://hdl.handle.net/20.500.11840/pi57944
11,1,https://hdl.handle.net/20.500.11840/pi57946
2,1,https://hdl.handle.net/20.500.11840/pi57947
3,2,https://hdl.handle.net/20.500.11840/pi57949
4,3,https://hdl.handle.net/20.500.11840/pi57950
7,1,https://hdl.handle.net/20.500.11840/pi57951
1,2,https://hdl.handle.net/20.500.11840/pi57956
4,1,https://hdl.handle.net/20.500.11840/pi57957
61,21,https://hdl.handle.net/20.500.11840/pi57959
3,2,https://hdl.handle.net/20.500.11840/pi57961
3,1,https://hdl.handle.net/20.500.11840/pi57962
107,3,https://hdl.handle.net/20.500.11840/pi57963
2,1,https://hdl.handle.net/20.500.11840/pi57964
82,2,https://hdl.handle.net/20.500.11840/pi57967
1,1,https://hdl.handle.net/20.500.11840/pi57971
2,2,https://hdl.handle.net/20.500.11840/pi57972
4,1,https://hdl.handle.net/20.500.11840/pi57976
1,1,https://hdl.handle.net/20.500.11840/pi57977
3,1,https://hdl.handle.net/20.500.11840/pi57978
1,1,https://hdl.handle.net/20.500.11840/pi57984
3,2,https://hdl.handle.net/20.500.11840/pi57986
1,1,https://hdl.handle.net/20.500.11840/pi57987
10,4,https://hdl.handle.net/20.500.11840/pi57988
179,34,https://hdl.handle.net/20.500.11840/pi57990
1,1,https://hdl.handle.net/20.500.11840/pi57991
4,2,https://hdl.handle.net/20.500.11840/pi57993
19,2,https://hdl.handle.net/20.500.11840/pi57994
1,1,https://hdl.handle.net/20.500.11840/pi57996
6,2,https://hdl.handle.net/20.500.11840/pi57997
80,4,https://hdl.handle.net/20.500.11840/pi58
5,1,https://hdl.handle.net/20.500.11840/pi580
3,1,https://hdl.handle.net/20.500.11840/pi58002
5,2,https://hdl.handle.net/20.500.11840/pi58003
16,1,https://hdl.handle.net/20.500.11840/pi58006
1,1,https://hdl.handle.net/20.500.11840/pi58007
4,1,https://hdl.handle.net/20.500.11840/pi58008
1,1,https://hdl.handle.net/20.500.11840/pi58009
1,1,https://hdl.handle.net/20.500.11840/pi58011
6,1,https://hdl.handle.net/20.500.11840/pi58014
15,7,https://hdl.handle.net/20.500.11840/pi58016
59,2,https://hdl.handle.net/20.500.11840/pi58017
908,85,https://hdl.handle.net/20.500.11840/pi5802
1,1,https://hdl.handle.net/20.500.11840/pi58020
1,1,https://hdl.handle.net/20.500.11840/pi58021
1951,81,https://hdl.handle.net/20.500.11840/pi58024
6,1,https://hdl.handle.net/20.500.11840/pi58025
5,4,https://hdl.handle.net/20.500.11840/pi58026
4,3,https://hdl.handle.net/20.500.11840/pi58027
10,1,https://hdl.handle.net/20.500.11840/pi58028
3,1,https://hdl.handle.net/20.500.11840/pi58031
4,1,https://hdl.handle.net/20.500.11840/pi58033
1,1,https://hdl.handle.net/20.500.11840/pi58034
5,1,https://hdl.handle.net/20.500.11840/pi58036
72,15,https://hdl.handle.net/20.500.11840/pi58037
16,2,https://hdl.handle.net/20.500.11840/pi58038
13,8,https://hdl.handle.net/20.500.11840/pi58039
1,1,https://hdl.handle.net/20.500.11840/pi58042
7,2,https://hdl.handle.net/20.500.11840/pi58043
336,6,https://hdl.handle.net/20.500.11840/pi58044
221,5,https://hdl.handle.net/20.500.11840/pi58045
1,1,https://hdl.handle.net/20.500.11840/pi58046
25,1,https://hdl.handle.net/20.500.11840/pi58047
21,1,https://hdl.handle.net/20.500.11840/pi58048
405,9,https://hdl.handle.net/20.500.11840/pi58049
2,1,https://hdl.handle.net/20.500.11840/pi58051
1,1,https://hdl.handle.net/20.500.11840/pi58053
3,1,https://hdl.handle.net/20.500.11840/pi58055
2,2,https://hdl.handle.net/20.500.11840/pi58056
1,1,https://hdl.handle.net/20.500.11840/pi58057
4,3,https://hdl.handle.net/20.500.11840/pi58058
26,1,https://hdl.handle.net/20.500.11840/pi58059
1,1,https://hdl.handle.net/20.500.11840/pi58060
54,6,https://hdl.handle.net/20.500.11840/pi58061
111,2,https://hdl.handle.net/20.500.11840/pi58062
3,1,https://hdl.handle.net/20.500.11840/pi58063
1,1,https://hdl.handle.net/20.500.11840/pi58065
1,1,https://hdl.handle.net/20.500.11840/pi58066
2,2,https://hdl.handle.net/20.500.11840/pi58067
2,1,https://hdl.handle.net/20.500.11840/pi58069
7,3,https://hdl.handle.net/20.500.11840/pi58070
1,1,https://hdl.handle.net/20.500.11840/pi58071
2,2,https://hdl.handle.net/20.500.11840/pi58072
1,1,https://hdl.handle.net/20.500.11840/pi58073
8,5,https://hdl.handle.net/20.500.11840/pi58074
106,12,https://hdl.handle.net/20.500.11840/pi58079
164,19,https://hdl.handle.net/20.500.11840/pi58080
31,11,https://hdl.handle.net/20.500.11840/pi58081
5,4,https://hdl.handle.net/20.500.11840/pi58082
2,1,https://hdl.handle.net/20.500.11840/pi58083
1,1,https://hdl.handle.net/20.500.11840/pi58084
2,1,https://hdl.handle.net/20.500.11840/pi58085
1,1,https://hdl.handle.net/20.500.11840/pi58086
556,14,https://hdl.handle.net/20.500.11840/pi58088
2,1,https://hdl.handle.net/20.500.11840/pi58090
34,8,https://hdl.handle.net/20.500.11840/pi58096
1,1,https://hdl.handle.net/20.500.11840/pi58097
88,7,https://hdl.handle.net/20.500.11840/pi58098
1,1,https://hdl.handle.net/20.500.11840/pi58099
1,1,https://hdl.handle.net/20.500.11840/pi58101
93,40,https://hdl.handle.net/20.500.11840/pi58102
28,4,https://hdl.handle.net/20.500.11840/pi58104
5,1,https://hdl.handle.net/20.500.11840/pi58106
1,1,https://hdl.handle.net/20.500.11840/pi58107
1,1,https://hdl.handle.net/20.500.11840/pi58108
3,1,https://hdl.handle.net/20.500.11840/pi58110
1,1,https://hdl.handle.net/20.500.11840/pi58113
1,1,https://hdl.handle.net/20.500.11840/pi58114
14,9,https://hdl.handle.net/20.500.11840/pi58115
11,6,https://hdl.handle.net/20.500.11840/pi58116
4,4,https://hdl.handle.net/20.500.11840/pi58117
1,1,https://hdl.handle.net/20.500.11840/pi58118
1,1,https://hdl.handle.net/20.500.11840/pi58119
15,2,https://hdl.handle.net/20.500.11840/pi58120
8,3,https://hdl.handle.net/20.500.11840/pi58122
1,1,https://hdl.handle.net/20.500.11840/pi58125
1,1,https://hdl.handle.net/20.500.11840/pi58128
1,1,https://hdl.handle.net/20.500.11840/pi58131
11,2,https://hdl.handle.net/20.500.11840/pi58135
6,1,https://hdl.handle.net/20.500.11840/pi58136
17,1,https://hdl.handle.net/20.500.11840/pi58139
19,5,https://hdl.handle.net/20.500.11840/pi5814
2,2,https://hdl.handle.net/20.500.11840/pi58140
5,1,https://hdl.handle.net/20.500.11840/pi58142
1,1,https://hdl.handle.net/20.500.11840/pi58143
2,1,https://hdl.handle.net/20.500.11840/pi58144
2,2,https://hdl.handle.net/20.500.11840/pi58145
1,1,https://hdl.handle.net/20.500.11840/pi58147
1,1,https://hdl.handle.net/20.500.11840/pi58148
15,2,https://hdl.handle.net/20.500.11840/pi58150
2,1,https://hdl.handle.net/20.500.11840/pi58151
3,1,https://hdl.handle.net/20.500.11840/pi58152
7,2,https://hdl.handle.net/20.500.11840/pi58154
161,4,https://hdl.handle.net/20.500.11840/pi58158
4,1,https://hdl.handle.net/20.500.11840/pi58160
4,2,https://hdl.handle.net/20.500.11840/pi58162
10,1,https://hdl.handle.net/20.500.11840/pi58163
3,3,https://hdl.handle.net/20.500.11840/pi58164
21,5,https://hdl.handle.net/20.500.11840/pi58165
2,1,https://hdl.handle.net/20.500.11840/pi58166
10,5,https://hdl.handle.net/20.500.11840/pi58168
1,1,https://hdl.handle.net/20.500.11840/pi58170
1,1,https://hdl.handle.net/20.500.11840/pi58171
2,2,https://hdl.handle.net/20.500.11840/pi58173
16,8,https://hdl.handle.net/20.500.11840/pi58174
10,1,https://hdl.handle.net/20.500.11840/pi58175
72,27,https://hdl.handle.net/20.500.11840/pi58177
3,1,https://hdl.handle.net/20.500.11840/pi58179
7,4,https://hdl.handle.net/20.500.11840/pi58182
1,1,https://hdl.handle.net/20.500.11840/pi58183
1,1,https://hdl.handle.net/20.500.11840/pi58184
1,1,https://hdl.handle.net/20.500.11840/pi58186
8,2,https://hdl.handle.net/20.500.11840/pi58188
1,1,https://hdl.handle.net/20.500.11840/pi58189
2,1,https://hdl.handle.net/20.500.11840/pi58190
29,15,https://hdl.handle.net/20.500.11840/pi58191
39,5,https://hdl.handle.net/20.500.11840/pi58192
14,1,https://hdl.handle.net/20.500.11840/pi58193
1,1,https://hdl.handle.net/20.500.11840/pi58194
10,1,https://hdl.handle.net/20.500.11840/pi58195
3,2,https://hdl.handle.net/20.500.11840/pi58196
1,1,https://hdl.handle.net/20.500.11840/pi58198
8,1,https://hdl.handle.net/20.500.11840/pi58199
74,1,https://hdl.handle.net/20.500.11840/pi58201
9,2,https://hdl.handle.net/20.500.11840/pi58202
3,1,https://hdl.handle.net/20.500.11840/pi58203
7,3,https://hdl.handle.net/20.500.11840/pi58204
4,1,https://hdl.handle.net/20.500.11840/pi58205
14,2,https://hdl.handle.net/20.500.11840/pi58206
1,1,https://hdl.handle.net/20.500.11840/pi58207
2,1,https://hdl.handle.net/20.500.11840/pi58208
74,4,https://hdl.handle.net/20.500.11840/pi58209
3,1,https://hdl.handle.net/20.500.11840/pi58210
7,1,https://hdl.handle.net/20.500.11840/pi58211
2,1,https://hdl.handle.net/20.500.11840/pi58214
9,7,https://hdl.handle.net/20.500.11840/pi58219
5,2,https://hdl.handle.net/20.500.11840/pi58220
215,23,https://hdl.handle.net/20.500.11840/pi58223
53,3,https://hdl.handle.net/20.500.11840/pi58227
7,2,https://hdl.handle.net/20.500.11840/pi58228
1,1,https://hdl.handle.net/20.500.11840/pi58229
12,1,https://hdl.handle.net/20.500.11840/pi58230
11,3,https://hdl.handle.net/20.500.11840/pi58232
15,7,https://hdl.handle.net/20.500.11840/pi58236
13,1,https://hdl.handle.net/20.500.11840/pi58237
6,1,https://hdl.handle.net/20.500.11840/pi58238
139,3,https://hdl.handle.net/20.500.11840/pi58239
2,3,https://hdl.handle.net/20.500.11840/pi58241
729,56,https://hdl.handle.net/20.500.11840/pi58242
17,1,https://hdl.handle.net/20.500.11840/pi58246
4,2,https://hdl.handle.net/20.500.11840/pi58247
41,2,https://hdl.handle.net/20.500.11840/pi58256
18,10,https://hdl.handle.net/20.500.11840/pi58257
62,15,https://hdl.handle.net/20.500.11840/pi58258
10,1,https://hdl.handle.net/20.500.11840/pi58260
1,1,https://hdl.handle.net/20.500.11840/pi58265
194,33,https://hdl.handle.net/20.500.11840/pi58266
39,4,https://hdl.handle.net/20.500.11840/pi58273
112,20,https://hdl.handle.net/20.500.11840/pi58279
446,56,https://hdl.handle.net/20.500.11840/pi58282
22,1,https://hdl.handle.net/20.500.11840/pi58284
2,1,https://hdl.handle.net/20.500.11840/pi58285
1,1,https://hdl.handle.net/20.500.11840/pi58286
1,1,https://hdl.handle.net/20.500.11840/pi58287
68,6,https://hdl.handle.net/20.500.11840/pi58290
1,1,https://hdl.handle.net/20.500.11840/pi58291
96,30,https://hdl.handle.net/20.500.11840/pi58293
18,2,https://hdl.handle.net/20.500.11840/pi58297
6,3,https://hdl.handle.net/20.500.11840/pi58298
3,1,https://hdl.handle.net/20.500.11840/pi583
605,3,https://hdl.handle.net/20.500.11840/pi58301
61,1,https://hdl.handle.net/20.500.11840/pi58302
12,1,https://hdl.handle.net/20.500.11840/pi58303
1,1,https://hdl.handle.net/20.500.11840/pi58304
46,2,https://hdl.handle.net/20.500.11840/pi58305
589,33,https://hdl.handle.net/20.500.11840/pi58306
1,1,https://hdl.handle.net/20.500.11840/pi58307
1,1,https://hdl.handle.net/20.500.11840/pi58308
1022,44,https://hdl.handle.net/20.500.11840/pi58313
4,3,https://hdl.handle.net/20.500.11840/pi58316
648,47,https://hdl.handle.net/20.500.11840/pi58317
3,1,https://hdl.handle.net/20.500.11840/pi58318
7,3,https://hdl.handle.net/20.500.11840/pi58319
1,1,https://hdl.handle.net/20.500.11840/pi58322
31,2,https://hdl.handle.net/20.500.11840/pi58325
55,1,https://hdl.handle.net/20.500.11840/pi58326
3,1,https://hdl.handle.net/20.500.11840/pi58331
1,1,https://hdl.handle.net/20.500.11840/pi58332
33,1,https://hdl.handle.net/20.500.11840/pi58333
19,1,https://hdl.handle.net/20.500.11840/pi58334
1,2,https://hdl.handle.net/20.500.11840/pi58335
166,4,https://hdl.handle.net/20.500.11840/pi58339
1,1,https://hdl.handle.net/20.500.11840/pi58340
3,2,https://hdl.handle.net/20.500.11840/pi58343
30,4,https://hdl.handle.net/20.500.11840/pi58344
1,2,https://hdl.handle.net/20.500.11840/pi58345
1,1,https://hdl.handle.net/20.500.11840/pi58346
40,1,https://hdl.handle.net/20.500.11840/pi58347
19,1,https://hdl.handle.net/20.500.11840/pi58349
14,3,https://hdl.handle.net/20.500.11840/pi58350
1,1,https://hdl.handle.net/20.500.11840/pi58352
1,1,https://hdl.handle.net/20.500.11840/pi58355
1,1,https://hdl.handle.net/20.500.11840/pi58356
17,2,https://hdl.handle.net/20.500.11840/pi58357
1,1,https://hdl.handle.net/20.500.11840/pi58361
6,1,https://hdl.handle.net/20.500.11840/pi58362
3,1,https://hdl.handle.net/20.500.11840/pi58371
17,5,https://hdl.handle.net/20.500.11840/pi58376
2,2,https://hdl.handle.net/20.500.11840/pi58378
1,1,https://hdl.handle.net/20.500.11840/pi58379
1,1,https://hdl.handle.net/20.500.11840/pi58386
1,1,https://hdl.handle.net/20.500.11840/pi58387
2,1,https://hdl.handle.net/20.500.11840/pi58388
2,1,https://hdl.handle.net/20.500.11840/pi58389
1,1,https://hdl.handle.net/20.500.11840/pi58390
3,1,https://hdl.handle.net/20.500.11840/pi58391
4,1,https://hdl.handle.net/20.500.11840/pi58393
10,4,https://hdl.handle.net/20.500.11840/pi58396
3,1,https://hdl.handle.net/20.500.11840/pi58398
59,23,https://hdl.handle.net/20.500.11840/pi584
1,1,https://hdl.handle.net/20.500.11840/pi58400
1,1,https://hdl.handle.net/20.500.11840/pi58401
2,1,https://hdl.handle.net/20.500.11840/pi58402
4,4,https://hdl.handle.net/20.500.11840/pi58405
1,1,https://hdl.handle.net/20.500.11840/pi58406
2,1,https://hdl.handle.net/20.500.11840/pi58407
18,3,https://hdl.handle.net/20.500.11840/pi58408
136,11,https://hdl.handle.net/20.500.11840/pi58409
17,7,https://hdl.handle.net/20.500.11840/pi58411
9,2,https://hdl.handle.net/20.500.11840/pi58412
9,3,https://hdl.handle.net/20.500.11840/pi58415
8,4,https://hdl.handle.net/20.500.11840/pi58416
2,2,https://hdl.handle.net/20.500.11840/pi58419
26,1,https://hdl.handle.net/20.500.11840/pi58420
2,1,https://hdl.handle.net/20.500.11840/pi58421
6006,294,https://hdl.handle.net/20.500.11840/pi58423
93,8,https://hdl.handle.net/20.500.11840/pi58428
46,3,https://hdl.handle.net/20.500.11840/pi58429
62,4,https://hdl.handle.net/20.500.11840/pi58431
3,2,https://hdl.handle.net/20.500.11840/pi58432
30,1,https://hdl.handle.net/20.500.11840/pi58433
2,4,https://hdl.handle.net/20.500.11840/pi58435
10,2,https://hdl.handle.net/20.500.11840/pi58436
5,2,https://hdl.handle.net/20.500.11840/pi58437
1,1,https://hdl.handle.net/20.500.11840/pi58438
20,1,https://hdl.handle.net/20.500.11840/pi58439
93,15,https://hdl.handle.net/20.500.11840/pi58440
63,3,https://hdl.handle.net/20.500.11840/pi58441
3,1,https://hdl.handle.net/20.500.11840/pi58444
23,6,https://hdl.handle.net/20.500.11840/pi58445
19,8,https://hdl.handle.net/20.500.11840/pi58446
6,1,https://hdl.handle.net/20.500.11840/pi58447
3,2,https://hdl.handle.net/20.500.11840/pi58449
66,25,https://hdl.handle.net/20.500.11840/pi5845
4,1,https://hdl.handle.net/20.500.11840/pi58450
1,1,https://hdl.handle.net/20.500.11840/pi58451
114,9,https://hdl.handle.net/20.500.11840/pi58452
12,3,https://hdl.handle.net/20.500.11840/pi58453
1,1,https://hdl.handle.net/20.500.11840/pi58454
7,1,https://hdl.handle.net/20.500.11840/pi58457
14,1,https://hdl.handle.net/20.500.11840/pi58458
55,3,https://hdl.handle.net/20.500.11840/pi58459
1,1,https://hdl.handle.net/20.500.11840/pi58460
1,1,https://hdl.handle.net/20.500.11840/pi58462
14,1,https://hdl.handle.net/20.500.11840/pi58464
1,1,https://hdl.handle.net/20.500.11840/pi58466
1,1,https://hdl.handle.net/20.500.11840/pi58467
15,2,https://hdl.handle.net/20.500.11840/pi58469
3,2,https://hdl.handle.net/20.500.11840/pi58471
491,4,https://hdl.handle.net/20.500.11840/pi58473
8,1,https://hdl.handle.net/20.500.11840/pi58475
17,1,https://hdl.handle.net/20.500.11840/pi58477
23,1,https://hdl.handle.net/20.500.11840/pi58479
408,71,https://hdl.handle.net/20.500.11840/pi58480
1,1,https://hdl.handle.net/20.500.11840/pi58481
8,3,https://hdl.handle.net/20.500.11840/pi58483
2,1,https://hdl.handle.net/20.500.11840/pi58484
18,1,https://hdl.handle.net/20.500.11840/pi58486
89,1,https://hdl.handle.net/20.500.11840/pi58487
68,1,https://hdl.handle.net/20.500.11840/pi58488
33,8,https://hdl.handle.net/20.500.11840/pi58489
11,1,https://hdl.handle.net/20.500.11840/pi58490
301,5,https://hdl.handle.net/20.500.11840/pi58491
13,1,https://hdl.handle.net/20.500.11840/pi58493
43,11,https://hdl.handle.net/20.500.11840/pi58496
4,2,https://hdl.handle.net/20.500.11840/pi58497
1,1,https://hdl.handle.net/20.500.11840/pi58499
205,3,https://hdl.handle.net/20.500.11840/pi58500
182,7,https://hdl.handle.net/20.500.11840/pi58501
2,1,https://hdl.handle.net/20.500.11840/pi58503
425,25,https://hdl.handle.net/20.500.11840/pi58507
2,1,https://hdl.handle.net/20.500.11840/pi58508
4,1,https://hdl.handle.net/20.500.11840/pi58509
1,1,https://hdl.handle.net/20.500.11840/pi58510
16,7,https://hdl.handle.net/20.500.11840/pi58511
7,1,https://hdl.handle.net/20.500.11840/pi58512
3,1,https://hdl.handle.net/20.500.11840/pi58513
